CODIGOS POSTALES
----------------

PROVINCIA;POBLACION;CODIGOPOSTAL
TOLEDO;QUINTILLO, EL;28310
TOLEDO;QUINTOS DEL PIZARRO;45489
TOLEDO;QUISMONDO;45514
TOLEDO;REAL DE SAN VICENT, EL;45640
TOLEDO;RECAS;45211
TOLEDO;RETAMOSO;45652
TOLEDO;RIELVES (PLO);45524
TOLEDO;RINCONADA, LA;45516
TOLEDO;RIO CEDENA (UR);45159
TOLEDO;ROBLEDILLO;45676
TOLEDO;ROBLEDO DEL BUEY;45138
TOLEDO;ROBLEDO DEL MAZO;45674
TOLEDO;ROMERAL, EL;45770
TOLEDO;SAN ANTONIO;45691
TOLEDO;SAN BARTOLOME DE LAS ABIERTAS;45654
TOLEDO;SAN MARTIN DE MONTALBAN;45165
TOLEDO;SAN MARTIN DE PUSA;45170
TOLEDO;SAN PABLO DE LOS MONTES;45120
TOLEDO;SAN ROMAN DE LOS MONTES;45646
TOLEDO;SANTA ANA DE PUSA;45653
TOLEDO;SANTA CRUZ DE LA ZARZA;45370
TOLEDO;SANTA CRUZ DE RETAMAR;45513
TOLEDO;SANTA OLALLA;45530
TOLEDO;SARTAJADA;45632
TOLEDO;SEGURILLA;45621
TOLEDO;SERRANILLOS;45646
TOLEDO;SESE—A NUEVO;45224
TOLEDO;SESE—A VIEJO;45223
TOLEDO;SEVILLEJA DE LA JARA;45671
TOLEDO;SONSECA;45100
TOLEDO;SOTILLO DE LAS PALOMAS;45635
TOLEDO;TALAVERA DE LA REINA;45600
TOLEDO;TALAVERA LA NUEVA;45694
TOLEDO;TEMBLEQUE;45780
TOLEDO;TOBOSO, EL;45820
TOLEDO;TOLEDO;45001
TOLEDO;TOLEDO;45002
TOLEDO;TOLEDO;45003
TOLEDO;TOLEDO;45004
TOLEDO;TOLEDO;45005
TOLEDO;TOLEDO;45006
TOLEDO;TOLEDO;45007
TOLEDO;TOLEDO;45008
TOLEDO;TOLEDO;45009
TOLEDO;TOLEDO;45070
TOLEDO;TOLEDO;45071
TOLEDO;TOLEDO;45080
TOLEDO;TORRALBA DE OROPESA;45569
TOLEDO;TORRE DE ESTEBAN HAMBRAN;45920
TOLEDO;TORRECILLA DE LA JARA;45651
TOLEDO;TORRICO;45572
TOLEDO;TORRIJOS;45500
TOLEDO;TOTANES;45163
TOLEDO;TURLEQUE;45789
TOLEDO;UGENA;45217
TOLEDO;URDA;45480
TOLEDO;VAL DE SANTO DOMINGO (PLO);45526
TOLEDO;VALDEAZORES;45139
TOLEDO;VALDESIMON;45489
TOLEDO;VALDEVERDEJA;45572
TOLEDO;VALLE DE ABAJO;45489
TOLEDO;VALMOJADO;45940
TOLEDO;VEGA, LA;45489
TOLEDO;VEGAS, LAS;45691
TOLEDO;VELADA;45612
TOLEDO;VENTAS CON PE—A AGUILERA;45127
TOLEDO;VENTAS DE RETAMOSA, LAS;45183
TOLEDO;VENTAS DE SAN JULIAN;45568
TOLEDO;VENTAS DEL CASTILLO;45489
TOLEDO;VILLA DE DON FADRIQUE, LA;45850
TOLEDO;VILLACA—AS;45860
TOLEDO;VILLAFRANCA DE LOS CABALLEROS;45730
TOLEDO;VILLALUENGA;45520
TOLEDO;VILLAMIEL DE TOLEDO;45594
TOLEDO;VILLAMINAYA;45440
TOLEDO;VILLAMUELAS;45749
TOLEDO;VILLANUEVA DE ALCARDETE;45810
TOLEDO;VILLANUEVA DE BOGAS;45410
TOLEDO;VILLAREJO DE MONTALBAN;45179
TOLEDO;VILLARRUBIA DE SANTIAGO;45360
TOLEDO;VILLASECA DE LA SAGRA;45260
TOLEDO;VILLASEQUILLA;45740
TOLEDO;VILLATOBAS;45310
TOLEDO;VISO DE SAN JUAN, EL;45215
TOLEDO;YEBENES, LOS;45470
TOLEDO;YELES;45220
TOLEDO;YEPES;45313
TOLEDO;YUNCLER;45529
TOLEDO;YUNCLILLOS;45591
TOLEDO;YUNCOS;45210
VALENCIA;ADEMUZ;46140
VALENCIA;ADOR;46724
VALENCIA;AEROPUERTO DE MANISES (VALENCIA);46940
VALENCIA;AGULLENT;46890
VALENCIA;AHILLAS;46176
VALENCIA;AIELO DE MALFERIT;46812
VALENCIA;AIELO DE RUGAT;46842
VALENCIA;ALAQUAS;46970
VALENCIA;ALBAIDA;46860
VALENCIA;ALBAL;46470
VALENCIA;ALBALAT DE LA RIBERA;46687
VALENCIA;ALBALAT DELS SORELLS;46135
VALENCIA;ALBALAT DELS TARONCHERS;46591
VALENCIA;ALBERIC;46260
VALENCIA;ALBORACHE;46369
VALENCIA;ALBORAYA;46120
VALENCIA;ALBOY;46800
VALENCIA;ALBUIXECH;46550
VALENCIA;ALCANTERA DE XUQUER;46293
VALENCIA;ALCASSER;46290
VALENCIA;ALCUBLAS;46172
VALENCIA;ALCUDIA DE CRESPINS, LÔ;46690
VALENCIA;ALCUDIA, LÔ;46250
VALENCIA;ALCUZAS, LAS;46649
VALENCIA;ALDAIA;46960
VALENCIA;ALDEA DE ESTENAS;46300
VALENCIA;ALDEA DEL ORO;46199
VALENCIA;ALE, EL;46439
VALENCIA;ALFAFAR;46910
VALENCIA;ALFARA DE ALGIMIA;46148
VALENCIA;ALFARA DEL PATRIARCA;46115
VALENCIA;ALFARP;46197
VALENCIA;ALFARRASI;46893
VALENCIA;ALFAUIR;46725
VALENCIA;ALGAR DE PALANCIA;46593
VALENCIA;ALGEMESI;46680
VALENCIA;ALGIMIA DE ALFARA;46148
VALENCIA;ALGINET;46230
VALENCIA;ALMARDA, DE (PY);46529
VALENCIA;ALMASSERA;46132
VALENCIA;ALMEZA, LA;46178
VALENCIA;ALMISERA;46726
VALENCIA;ALMOINES;46723
VALENCIA;ALMUSSAFES;46440
VALENCIA;ALPUENTE;46178
VALENCIA;ALQUERIA DE LA COMTESSA, LÔ/ALQUERIA DE LA CON;46715
VALENCIA;ALTER, LÔ;46220
VALENCIA;ALZIRA;46600
VALENCIA;ANAHUIR;46800
VALENCIA;ANDILLA;46170
VALENCIA;ANNA;46820
VALENCIA;ANTELLA;46266
VALENCIA;ARAS DE ALPUENTE;46179
VALENCIA;ARROYO CEREZO;46140
VALENCIA;ARTAJ;46170
VALENCIA;ATZENETA DÔALBAIDA;46869
VALENCIA;AYACOR;46659
VALENCIA;AYORA;46620
VALENCIA;AZAGADOR;46357
VALENCIA;BALDOVAR DE ALPUENTE;46178
VALENCIA;BALNEARIO DE BELLUS;46839
VALENCIA;BARCHEL;46312
VALENCIA;BARRACA DÔAIGUES VIVES;46792
VALENCIA;BARRIO ARROYO;46390
VALENCIA;BARRIO DE PORTA;46930
VALENCIA;BARRIO DEL CRISTO;46960
VALENCIA;BARRIO ESPA—A;46636
VALENCIA;BARRIO FUENTE NEGRA;46820
VALENCIA;BARRIO JOSE ARTESANO;46930
VALENCIA;BARRIO M. VILAR;46930
VALENCIA;BARX;46758
VALENCIA;BARXETA;46667
VALENCIA;BELGIDA;46868
VALENCIA;BELLREGUARD POBLE;46713
VALENCIA;BELLREGUARD, DE (PY);46713
VALENCIA;BELLUS;46839
VALENCIA;BENACA;46390
VALENCIA;BENAGEBER;46312
VALENCIA;BENAGUASIL;46180
VALENCIA;BENAVITES;46510
VALENCIA;BENEIXIDA;46293
VALENCIA;BENETUSSER;46910
VALENCIA;BENIARJO;46722
VALENCIA;BENIATJAR;46844
VALENCIA;BENICOLET;46838
VALENCIA;BENICULL;46689
VALENCIA;BENIFAIO;46450
VALENCIA;BENIFAIRO DE LA VALLDIGNA;46791
VALENCIA;BENIFAIRO DE LES VALLS;46511
VALENCIA;BENIFLA;46722
VALENCIA;BENIGANIM;46830
VALENCIA;BENIMAMET;46035
VALENCIA;BENIMODO;46291
VALENCIA;BENIMUSLEM;46611
VALENCIA;BENIOPA;46700
VALENCIA;BENIPARRELL;46469
VALENCIA;BENIPEIXCAR;46700
VALENCIA;BENIRREDRA;46700
VALENCIA;BENISANO;46181
VALENCIA;BENISODA;46869
VALENCIA;BENISUERA;46839
VALENCIA;BERCUTA;46312
VALENCIA;BERFULL;46666
VALENCIA;BETERA;46117
VALENCIA;BICORP;46825
VALENCIA;BOCAIRENT;46880
VALENCIA;BOLBAITE;46822
VALENCIA;BONREPOS I MIRAMBELL;46131
VALENCIA;BORDERIA, CRUCE;46760
VALENCIA;BORDERIA, LA;46638
VALENCIA;BROSQUIL, EL;46409
VALENCIA;BUFALI;46891
VALENCIA;BUGARRA;46165
VALENCIA;BU—OL;46360
VALENCIA;BURJASSOT;46100
VALENCIA;CABEZO;46636
VALENCIA;CABEZUELA, LA;46199
VALENCIA;CALDERON;46390
VALENCIA;CALLES;46175
VALENCIA;CALVESTRA;46351
VALENCIA;CAMPAMENTO (PATERNA);46980
VALENCIA;CAMPAMENTO DE MARINES;46150
VALENCIA;CAMPAMENTO MILITAR DE BETERA;46127
VALENCIA;CAMPO ABAJO;46178
VALENCIA;CAMPO ARCIS;46352
VALENCIA;CAMPO ARRIBA;46178
VALENCIA;CAMPO OLIVAR;46110
VALENCIA;CAMPORROBLES;46330
VALENCIA;CA—ADA HONDA;46353
VALENCIA;CA—ADA, LA;46182
VALENCIA;CA—ADA, LA (REQUENA);46351
VALENCIA;CANALEJA, LA;46178
VALENCIA;CANALS;46650
VALENCIA;CANET DÔEN BERENGUER;46529
VALENCIA;CANO, EL;46400
VALENCIA;CARCAIXENT;46740
VALENCIA;CARCELES, LAS (RIBERA);46310
VALENCIA;CARCER;46294
VALENCIA;CARLET;46240
VALENCIA;CAROLINAS, LAS;46035
VALENCIA;CARRASCA, LA;46178
VALENCIA;CARRASCALEJO;46355
VALENCIA;CARRASCALET;46680
VALENCIA;CARRICOLA;46869
VALENCIA;CARRIL, DEL (MS);46174
VALENCIA;CARTUJA DE PORTACELI;46117
VALENCIA;CASA DEL PASTOR;46357
VALENCIA;CASA DO—ANA;46316
VALENCIA;CASA EL PLA;46639
VALENCIA;CASA EL ROIG;46636
VALENCIA;CASA HORCAJO;46314
VALENCIA;CASA LOS TONTOS;46638
VALENCIA;CASAS ALTAS;46147
VALENCIA;CASAS BAJAS;46146
VALENCIA;CASAS DE BARCENA;46131
VALENCIA;CASAS DE CISTERNA;46352
VALENCIA;CASAS DE CORBI;46636
VALENCIA;CASAS DE EUFEMIA;46352
VALENCIA;CASAS DE GARRIDO;46310
VALENCIA;CASAS DE GIMENEZ;46352
VALENCIA;CASAS DE HERRERO;46199
VALENCIA;CASAS DE JUAN VICH;46355
VALENCIA;CASAS DE LA HUERTA;46314
VALENCIA;CASAS DE LA NORIA;46356
VALENCIA;CASAS DE LA VEREDA;46355
VALENCIA;CASAS DE LANZA;46354
VALENCIA;CASAS DE LAZARO;46353
VALENCIA;CASAS DE LLOMA;46649
VALENCIA;CASAS DE LOS FRAILES;46390
VALENCIA;CASAS DE MADRONA;46621
VALENCIA;CASAS DE MEDINA;46312
VALENCIA;CASAS DE MOYA;46310
VALENCIA;CASAS DE ORIA;46390
VALENCIA;CASAS DE ORO;46199
VALENCIA;CASAS DE PENEN;46354
VALENCIA;CASAS DE PRADAS;46310
VALENCIA;CASAS DE REGAJO;46621
VALENCIA;CASAS DE SANCHO;46353
VALENCIA;CASAS DE SOTOS;46199
VALENCIA;CASAS DE VIDAL;46635
VALENCIA;CASAS DE VIOLANTE;46353
VALENCIA;CASAS DEL DOCTOR;46352
VALENCIA;CASAS DEL REY;46310
VALENCIA;CASAS DEL RIO;46356
VALENCIA;CASAS NUEVAS;46355
VALENCIA;CASAS ROYAS;46312
VALENCIA;CASAS, LAS;46313
VALENCIA;CASINOS;46171
VALENCIA;CASTELLO DE RUGAT;46841
VALENCIA;CASTELLONET DE LA CONQUESTA;46726
VALENCIA;CASTIELFABIB;46141
VALENCIA;CASTILBLANQUES;46199
VALENCIA;CATADAU;46196
VALENCIA;CATARROJA;46470
VALENCIA;CAUDELI (CG);46790
VALENCIA;CAUDETE DE LAS FUENTES;46315
VALENCIA;CEBO, DEL (MS);46980
VALENCIA;CENTRO PENITENCIARIO PICASSENT;46225
VALENCIA;CERDA;46813
VALENCIA;CHELLA;46821
VALENCIA;CHELVA;46176
VALENCIA;CHERA;46350
VALENCIA;CHESTE;46380
VALENCIA;CHICANOS;46390
VALENCIA;CHIVA;46370
VALENCIA;CHOPO, EL;46178
VALENCIA;CHULILLA;46167
VALENCIA;CIPRERET (PDA);46940
VALENCIA;CIUDAD MUDECO;46930
VALENCIA;COFRENTES;46625
VALENCIA;COGULLADA;46749
VALENCIA;COJOS, LOS;46354
VALENCIA;COLLADO (PDA);46940
VALENCIA;COLLADO DE ALPUENTE;46178
VALENCIA;COLONIA EL CANO;46930
VALENCIA;CONDE CORTICHELLES, DEL (MS);46389
VALENCIA;CORBERA;46612
VALENCIA;CORCOLILLA;46178
VALENCIA;CORNUDILLA, LA;46352
VALENCIA;CORONA, DE LA, NUEVO (LG);46910
VALENCIA;CORRALES DE BLAY;46637
VALENCIA;CORRALES DE VALLDIGNA;46759
VALENCIA;CORRALES, LOS;46313
VALENCIA;CORTES DE PALLAS;46199
VALENCIA;CORTES, DE (MS);46312
VALENCIA;COTES;46294
VALENCIA;COVA DE LA TERRETA;46230
VALENCIA;CUESTA DEL RATO;46141
VALENCIA;CUEVARRUZ, LA;46178
VALENCIA;CUEVAS DE ZAPATA;46357
VALENCIA;CUEVAS, LAS (BENIMAMET);46035
VALENCIA;CUEVAS, LAS (UTIEL);46313
VALENCIA;CUIPER;46134
VALENCIA;CULLERA;46400
VALENCIA;DAIMUS;46710
VALENCIA;DAIMUS, DE (PY);46710
VALENCIA;DERRAMADOR;46390
VALENCIA;DOME—O;46174
VALENCIA;DORADO, EL;46409
VALENCIA;DOS AGUAS;46198
VALENCIA;DOSEL, EL;46408
VALENCIA;DROVA, LA;46758
VALENCIA;DUQUES, LOS;46352
VALENCIA;ELIANA, LÔ;46183
VALENCIA;EMPERADOR;46135
VALENCIA;ENGUERA;46810
VALENCIA;ENOVA, LÔ;46669
VALENCIA;ERAS DE ALPUENTE;46178
VALENCIA;ERMITORIO DEL REMEDIO;46176
VALENCIA;ESPIOCA;46220
VALENCIA;ESTANY, EL;46409
VALENCIA;ESTIVELLA;46590
VALENCIA;ESTUBENY;46817
VALENCIA;FARO DE CULLERA;46408
VALENCIA;FAURA;46512
VALENCIA;FAVARA;46614
VALENCIA;FOIOS;46134
VALENCIA;FONT DÔEN CARROS, LA;46717
VALENCIA;FONT DE LA FIGUERA, LA;46630
VALENCIA;FONTANARS DELS ALFORINS;46635
VALENCIA;FORTALENY;46418
VALENCIA;FOYAS, LAS;46758
VALENCIA;FUENTE DEL OMET;46229
VALENCIA;FUENTERROBLES;46314
VALENCIA;GANDIA;46700
VALENCIA;GANDIA, DE (PY);46730
VALENCIA;GARROFERA DE ALZIRA, LA;46268
VALENCIA;GATOVA;46169
VALENCIA;GAVARDA;46267
VALENCIA;GENOVES;46894
VALENCIA;GESTALGAR;46166
VALENCIA;GILET;46149
VALENCIA;GODELLA;46110
VALENCIA;GODELLETA;46388
VALENCIA;GRAMOGENTE;46649
VALENCIA;GRANJA DE LA COSTERA, LA;46814
VALENCIA;GRANJA ESCUELA HERMANAS CHAVAS;46394
VALENCIA;GRAO DE GANDIA;46730
VALENCIA;GRAO DE SAGUNTO;46520
VALENCIA;GUADASEQUIES;46839
VALENCIA;GUADASSUAR;46610
VALENCIA;GUARDAMAR DE LA SAFOR;46711
VALENCIA;HERVIDEROS DE COFRENTES;46625
VALENCIA;HIGUERUELAS;46170
VALENCIA;HONTANAR, EL;46178
VALENCIA;HORTICHUELA, LA;46178
VALENCIA;HORTUNAS DE ABAJO;46357
VALENCIA;HORTUNAS DE ARRIBA;46357
VALENCIA;HOZ DE ABAJO;46621
VALENCIA;HOZ DE ARRIBA;46621
VALENCIA;HUERTO GALINDO;46230
VALENCIA;HUERTOS, LOS;46317
VALENCIA;ISIDROS, LOS;46354
VALENCIA;JALANCE;46624
VALENCIA;JARAFUEL;46623
VALENCIA;JARAGUAS;46311
VALENCIA;JUEZ, DEL (MS);46909
VALENCIA;LLANERA DE RANES;46814
VALENCIA;LLANO DE CUART;46394
VALENCIA;LLAURI;46613
VALENCIA;LLIRIA;46160
VALENCIA;LLOCNOU DÔEN FELLONET;46668
VALENCIA;LLOCNOU DE SANT JERONI;46726
VALENCIA;LLOMBAI;46195
VALENCIA;LLOSA DE RANES, LA;46815
VALENCIA;LLUTXENT;46838
VALENCIA;LOBERUELA, LA;46339
VALENCIA;LOBOS, LOS;46320
VALENCIA;LORIGUILLA;46393
VALENCIA;LOSA DEL OBISPO;46168
VALENCIA;LOSILLA DE ARAS;46179
VALENCIA;LURDILLA;46312
VALENCIA;MACASTRE;46368
VALENCIA;MACHISTRE, EL;46129
VALENCIA;MAHUELLA;46135
VALENCIA;MALLA, LA;46592
VALENCIA;MANCHEGA, LA;46355
VALENCIA;MANISES;46940
VALENCIA;MANUEL;46660
VALENCIA;MARCHUQUERA;46728
VALENCIA;MARCOS, LOS;46310
VALENCIA;MARENY BLAU;46419
VALENCIA;MARENY DE LES BARRAQUETES;46419
VALENCIA;MARENY DE SAN LORENZO;46408
VALENCIA;MARENY DE VILCHES;46408
VALENCIA;MARENYET, EL;46409
VALENCIA;MARINES;46169
VALENCIA;MAS DE CABALLEROS;46351
VALENCIA;MAS DE CHOLLA;46351
VALENCIA;MAS DE JACINTO;46144
VALENCIA;MAS DE SANCHO;46351
VALENCIA;MAS DEL OLMO;46140
VALENCIA;MASALAVES;46292
VALENCIA;MASARROCHOS;46112
VALENCIA;MASIAS;46116
VALENCIA;MASSALFASSAR;46560
VALENCIA;MASSAMAGRELL;46130
VALENCIA;MASSANASSA;46470
VALENCIA;MATUTANO, EL;46391
VALENCIA;MELIANA;46133
VALENCIA;MIJARES;46360
VALENCIA;MILLARES;46199
VALENCIA;MIRAMAR;46711
VALENCIA;MIRAMAR, DE (PY);46711
VALENCIA;MIRAMBELL;46131
VALENCIA;MISLATA;46920
VALENCIA;MOGENTE/MOIXENT;46640
VALENCIA;MONCADA;46113
VALENCIA;MONJAS, LAS;46310
VALENCIA;MONSERRAT;46192
VALENCIA;MONTA—ETA, LA;46260
VALENCIA;MONTAVERNER;46892
VALENCIA;MONTECOLORADO (UR);46187
VALENCIA;MONTESA;46692
VALENCIA;MONTICHELVO;46842
VALENCIA;MONTORTAL;46250
VALENCIA;MONTROY;46193
VALENCIA;MOTILLA, LA;46390
VALENCIA;MUELA DE ARRIBA;46354
VALENCIA;MUELECILLA;46354
VALENCIA;MUSEROS;46136
VALENCIA;NAQUERA;46119
VALENCIA;NAVALON DE ABAJO;46811
VALENCIA;NAVALON DE ARRIBA;46811
VALENCIA;NAVARRES;46823
VALENCIA;NEGRON;46145
VALENCIA;NIEVA;46312
VALENCIA;NOGUERAS, LAS;46351
VALENCIA;NOVELE-NEVETLE;46800
VALENCIA;OCHANDOS, LOS;46390
VALENCIA;OLE (CG);46780
VALENCIA;OLIVA;46780
VALENCIA;OLIVERAL, DEL (MS);46394
VALENCIA;OLLERIA, LÔ;46850
VALENCIA;OLOCAU;46169
VALENCIA;ONTINYENT;46870
VALENCIA;ORO, EL;46199
VALENCIA;ORTOLA;46357
VALENCIA;OSET DE ANDILLA;46170
VALENCIA;OTONEL;46199
VALENCIA;OTOS;46844
VALENCIA;PAIPORTA;46200
VALENCIA;PALMA DE GANDIA;46724
VALENCIA;PALMERA;46714
VALENCIA;PALMERAS, LAS;46419
VALENCIA;PALMERETES, LES;46419
VALENCIA;PALOMAR, EL;46891
VALENCIA;PANTANO DE CONTRERAS;46318
VALENCIA;PANTANO DE TOUS;46266
VALENCIA;PANTANO DEL GENERALISIMO;46312
VALENCIA;PARQUE ALCOSA;46910
VALENCIA;PARRILLA, LA;46649
VALENCIA;PATERNA;46980
VALENCIA;PAUPI;46789
VALENCIA;PEDRADAS, LAS;46635
VALENCIA;PEDRALBA;46164
VALENCIA;PEDRICHES, LOS;46310
VALENCIA;PEDRONES, LOS;46355
VALENCIA;PENEN;46356
VALENCIA;PERELLO, EL;46420
VALENCIA;PETRES;46500
VALENCIA;PICANYA;46210
VALENCIA;PILES;46712
VALENCIA;PILES, DE (PY);46712
VALENCIA;PINATE (PDA);46940
VALENCIA;PINET;46838
VALENCIA;PLA DE LA VALLESA, EL;46184
VALENCIA;POBLA DE FARNALS, LA;46139
VALENCIA;POBLA DE VALLBONA, LA;46185
VALENCIA;POBLA DEL DUC, LA;46840
VALENCIA;POBLA LLARGA, LA;46670
VALENCIA;POBLET;46635
VALENCIA;POBLET DELS FERRERS;46880
VALENCIA;POBLETA DE ANDILLA;46170
VALENCIA;POLIGONO FUENTE DEL JARRO;46988
VALENCIA;POLINYA DE XUQUER;46688
VALENCIA;PONTON, EL;46357
VALENCIA;PORTA COELI;46117
VALENCIA;PORTERA, LA;46357
VALENCIA;POTRIES;46721
VALENCIA;PRESA, LA;46940
VALENCIA;PUÄOL;46530
VALENCIA;PUEBLA DE FARNALS (PY);46137
VALENCIA;PUEBLA DE SAN MIGUEL;46140
VALENCIA;PUERTO DE GANDIA;46730
VALENCIA;PUERTO DE SAGUNTO;46520
VALENCIA;PUIG, DEL (PY);46540
VALENCIA;PUIG, EL;46540
VALENCIA;PUIGMOLA, LA;46758
VALENCIA;QUART DE LES VALLS;46510
VALENCIA;QUART DE POBLET;46930
VALENCIA;QUARTELL;46510
VALENCIA;QUATRETONDA;46837
VALENCIA;QUESA;46824
VALENCIA;RACO, EL (PDA);46940
VALENCIA;RACONA;46409
VALENCIA;RAFELBU—OL;46138
VALENCIA;RAFELCOFER;46716
VALENCIA;RAFELGUARAF;46666
VALENCIA;RAFOL DE SALEM;46843
VALENCIA;RAMBLA SECA;46360
VALENCIA;REAL DE GANDIA;46727
VALENCIA;REAL DE MONTROI;46194
VALENCIA;REALENGO;46670
VALENCIA;REALON, DE (AP);46900
VALENCIA;REALON, EL;46900
VALENCIA;REBOLLAR, EL;46391
VALENCIA;REGAJO, EL;46621
VALENCIA;REQUENA;46340
VALENCIA;RETORNO, EL;46310
VALENCIA;RIBA-ROJA DE TURIA;46190
VALENCIA;RINCON OLIVER;46639
VALENCIA;RINCONES, LOS;46357
VALENCIA;RIOLA;46417
VALENCIA;RIU RAU;46666
VALENCIA;ROCAFORT;46111
VALENCIA;ROMA;46390
VALENCIA;ROMANI;46439
VALENCIA;ROTGLA Y CORBERA;46816
VALENCIA;ROTOVA;46725
VALENCIA;RUGAT;46842
VALENCIA;RUICES, LOS;46353
VALENCIA;SABOYA;46128
VALENCIA;SAGUNT/SAGUNTO;46500
VALENCIA;SALEM;46843
VALENCIA;SALTO DE COFRENTES;46340
VALENCIA;SALTO DE MILLARES;46199
VALENCIA;SAN ANTONIO DE BENAGEBER;46184
VALENCIA;SAN ANTONIO DE REQUENA;46390
VALENCIA;SAN BENITO;46621
VALENCIA;SAN ISIDRO DE BENAGEBER;46116
VALENCIA;SAN JUAN DE ENOVA;46669
VALENCIA;SAN JUAN DE REQUENA;46390
VALENCIA;SAN PATRICIO (UR);46230
VALENCIA;SAN RAFAEL;46635
VALENCIA;SANATORIO DE PORTA-COELI;46117
VALENCIA;SANDINEROS, LOS;46354
VALENCIA;SANTA ANA;46800
VALENCIA;SANTA ANA, BALNEARIO;46800
VALENCIA;SANTA MARTA (CG);46408
VALENCIA;SANTICH;46811
VALENCIA;SANTO ESPIRITU DEL MONTE;46149
VALENCIA;SANTOS, LOS;46142
VALENCIA;SECADEROS, LOS;46780
VALENCIA;SEDAVI;46910
VALENCIA;SELLENT;46295
VALENCIA;SEMPERE;46839
VALENCIA;SENYERA;46669
VALENCIA;SERRA;46118
VALENCIA;SESGA;46140
VALENCIA;SIETE AGUAS;46392
VALENCIA;SILLA;46460
VALENCIA;SIMAT DE LA VALLDIGNA;46750
VALENCIA;SINARCAS;46320
VALENCIA;SOLLANA;46430
VALENCIA;SORIO;46800
VALENCIA;SOT DE CHERA;46168
VALENCIA;SUECA;46410
VALENCIA;SUMACARCER;46295
VALENCIA;TAULADELLA;46135
VALENCIA;TAVERNES DE LA VALLDIGNA;46760
VALENCIA;TAVERNES DE LA VALLDIGNA, DE (PY);46760
VALENCIA;TERESA DE COFRENTES;46622
VALENCIA;TERRAMELAR;46989
VALENCIA;TERRATEIG;46842
VALENCIA;TIERO;46312
VALENCIA;TITAGUAS;46178
VALENCIA;TORRE DE CERDA;46813
VALENCIA;TORRE DE LLORIS;46668
VALENCIA;TORRE, ALDEA DE LA;46321
VALENCIA;TORREALTA;46144
VALENCIA;TORREBAJA;46143
VALENCIA;TORRECILLA;46176
VALENCIA;TORRELLA;46814
VALENCIA;TORRENT;46900
VALENCIA;TORRENT DE FENOLLET;46816
VALENCIA;TORRES-TORRES;46148
VALENCIA;TOSALNOU;46668
VALENCIA;TOUS;46269
VALENCIA;TRUENAS NUEVAS;46637
VALENCIA;TUEJAR;46177
VALENCIA;TURIS;46389
VALENCIA;TURQUIA;46390
VALENCIA;UTIEL;46300
VALENCIA;VAL DE LA SABINA;46140
VALENCIA;VALDERRAMA;46352
VALENCIA;VALDERRAMILLA;46352
VALENCIA;VALENCIA;46001
VALENCIA;VALENCIA;46002
VALENCIA;VALENCIA;46003
VALENCIA;VALENCIA;46004
VALENCIA;VALENCIA;46005
VALENCIA;VALENCIA;46006
VALENCIA;VALENCIA;46007
VALENCIA;VALENCIA;46008
VALENCIA;VALENCIA;46009
VALENCIA;VALENCIA;46010
VALENCIA;VALENCIA;46011
VALENCIA;VALENCIA;46012
VALENCIA;VALENCIA;46013
VALENCIA;VALENCIA;46014
VALENCIA;VALENCIA;46015
VALENCIA;VALENCIA;46016
VALENCIA;VALENCIA;46017
VALENCIA;VALENCIA;46018
VALENCIA;VALENCIA;46019
VALENCIA;VALENCIA;46020
VALENCIA;VALENCIA;46021
VALENCIA;VALENCIA;46022
VALENCIA;VALENCIA;46023
VALENCIA;VALENCIA;46024
VALENCIA;VALENCIA;46025
VALENCIA;VALENCIA;46026
VALENCIA;VALENCIA;46070
VALENCIA;VALENCIA;46071
VALENCIA;VALENCIA;46080
VALENCIA;VALLADA;46691
VALENCIA;VALLANCA;46145
VALENCIA;VALLES;46814
VALENCIA;VALLES, LOS;46510
VALENCIA;VALLESA, LA (UR);46184
VALENCIA;VANACLOIG;46160
VALENCIA;VEDAT DE TORRENTE, EL;46901
VALENCIA;VENTA DE GAETA;46199
VALENCIA;VENTA DEL EMPERADOR;46135
VALENCIA;VENTA DEL MORO;46310
VALENCIA;VENTA MINA;46392
VALENCIA;VENTA QUEMADA;46392
VALENCIA;VENTAS DE BU—OL, LAS;46360
VALENCIA;VENTAS DE POYO;46394
VALENCIA;VENTAS POBLA VALLBONA;46185
VALENCIA;VILAMARXANT;46191
VALENCIA;VILCHES;46408
VALENCIA;VILLALONGA;46720
VALENCIA;VILLANUEVA DE CASTELLON;46270
VALENCIA;VILLANUEVA DE UTIEL;46312
VALENCIA;VILLAR DE OLMOS;46351
VALENCIA;VILLAR DE TEJAS;46351
VALENCIA;VILLAR DEL ARZOBISPO;46170
VALENCIA;VILLARGORDO DEL CABRIEL;46317
VALENCIA;VILLARRUBIA DE CARLET;46249
VALENCIA;VINALESA;46114
VALENCIA;VI—UELAS;46199
VALENCIA;XATIVA;46800
VALENCIA;XERACO;46770
VALENCIA;XERESA;46790
VALENCIA;XIRIVELLA;46950
VALENCIA;YATOVA;46367
VALENCIA;YESA, LA;46178
VALENCIA;ZAFRA, LA;46639
VALENCIA;ZARRA;46621
VALLADOLID;ADALIA;47129
VALLADOLID;AGUASAL;47418
VALLADOLID;AGUILAR DE CAMPOS;47814
VALLADOLID;AGUILAREJO;47281
VALLADOLID;ALAEJOS;47510
VALLADOLID;ALCAZAREN;47238
VALLADOLID;ALDEA DE SAN MIGUEL;47160
